c:\xampp\mysql\bin\mysqld.exe, Version: 10.4.28-MariaDB-log (mariadb.org binary distribution). started with:
TCP Port: 3306, Named Pipe: C:/xampp/mysql/mysql.sock
Time		    Id Command	Argument
		   142 Query	SHOW WARNINGS
		   142 Query	SELECT @@lower_case_table_names
		   142 Query	SELECT TABLE_NAME FROM information_schema.VIEWS WHERE TABLE_SCHEMA = 'catmarketing' AND TABLE_NAME = 'register' AND IS_UPDATABLE = 'YES'
		   142 Query	SHOW  COLUMNS FROM `catmarketing`.`register`
		   142 Query	SHOW INDEXES FROM `catmarketing`.`register`
		   142 Query	SELECT TABLE_NAME FROM information_schema.VIEWS WHERE TABLE_SCHEMA = 'catmarketing' AND TABLE_NAME = 'register'
		   141 Query	SELECT `master_field`, `foreign_db`, `foreign_table`, `foreign_field` FROM `phpmyadmin`.`pma__relation` WHERE `master_db` = 'catmarketing' AND `master_table` = 'register'
		   142 Query	SHOW CREATE TABLE `catmarketing`.`register`
		   142 Query	SELECT TABLE_NAME FROM information_schema.VIEWS WHERE TABLE_SCHEMA = 'catmarketing' AND TABLE_NAME = 'register'
		   142 Query	SELECT TABLE_NAME FROM information_schema.VIEWS WHERE TABLE_SCHEMA = 'catmarketing' AND TABLE_NAME = 'register'
		   142 Query	SELECT TABLE_NAME FROM information_schema.VIEWS WHERE TABLE_SCHEMA = 'catmarketing' AND TABLE_NAME = 'register'
		   142 Query	SELECT *, `TABLE_SCHEMA`       AS `Db`, `TABLE_NAME`         AS `Name`, `TABLE_TYPE`         AS `TABLE_TYPE`, `ENGINE`             AS `Engine`, `ENGINE`             AS `Type`, `VERSION`            AS `Version`, `ROW_FORMAT`         AS `Row_format`, `TABLE_ROWS`         AS `Rows`, `AVG_ROW_LENGTH`     AS `Avg_row_length`, `DATA_LENGTH`        AS `Data_length`, `MAX_DATA_LENGTH`    AS `Max_data_length`, `INDEX_LENGTH`       AS `Index_length`, `DATA_FREE`          AS `Data_free`, `AUTO_INCREMENT`     AS `Auto_increment`, `CREATE_TIME`        AS `Create_time`, `UPDATE_TIME`        AS `Update_time`, `CHECK_TIME`         AS `Check_time`, `TABLE_COLLATION`    AS `Collation`, `CHECKSUM`           AS `Checksum`, `CREATE_OPTIONS`     AS `Create_options`, `TABLE_COMMENT`      AS `Comment` FROM `information_schema`.`TABLES` t WHERE `TABLE_SCHEMA`  IN ('catmarketing') AND t.`TABLE_NAME`  = 'register' ORDER BY Name ASC
		   142 Query	SHOW FULL COLUMNS FROM `catmarketing`.`register`
		   141 Query	SELECT CONCAT(`db_name`, '.', `table_name`, '.', `column_name`) AS column_name, `mimetype`, `transformation`, `transformation_options`, `input_transformation`, `input_transformation_options` FROM `phpmyadmin`.`pma__column_info` WHERE `db_name` = 'catmarketing' AND `table_name` = 'register' AND ( `mimetype` != '' OR `transformation` != '' OR `transformation_options` != '' OR `input_transformation` != '' OR `input_transformation_options` != '')
		   142 Query	SHOW SESSION VARIABLES LIKE 'FOREIGN_KEY_CHECKS'
		   142 Query	SHOW  COLUMNS FROM `catmarketing`.`register`
		   141 Query	REPLACE INTO `phpmyadmin`.`pma__recent` (`username`, `tables`) VALUES ('root', '[{\"db\":\"catmarketing\",\"table\":\"register\"},{\"db\":\"catmarketing\",\"table\":\"audit_log\"},{\"db\":\"catmarketing\",\"table\":\"box\"},{\"db\":\"catmarketing\",\"table\":\"item\"},{\"db\":\"hazri_whatsapp\",\"table\":\"whatsapp\"},{\"db\":\"datatech1_test\",\"table\":\"posts\"},{\"db\":\"catmarketing\",\"table\":\"branches\"},{\"db\":\"datatech1_test\",\"table\":\"tb_data\"},{\"db\":\"catmarketing\",\"table\":\"departments\"},{\"db\":\"catmarketing\",\"table\":\"compani\"}]')
		   142 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''localhost''' LIKE `GRANTEE` LIMIT 1
		   142 Query	SELECT `PRIVILEGE_TYPE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES` WHERE GRANTEE='''root''@''localhost''' AND PRIVILEGE_TYPE='TRIGGER'
		   142 Quit	
		   141 Quit	
241213 15:47:08	   143 Connect	pma@localhost as anonymous on 
		   144 Connect	root@localhost as anonymous on 
		   144 Query	SELECT @@version, @@version_comment
		   144 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   144 Query	SET lc_messages = 'en_GB'
		   143 Query	SHOW TABLES FROM `phpmyadmin`
		   143 Init DB	phpmyadmin
		   143 Query	SHOW TABLES FROM `phpmyadmin`
		   143 Query	SELECT NULL FROM `pma__table_info` LIMIT 0
		   143 Query	SELECT NULL FROM `pma__table_coords` LIMIT 0
		   143 Query	SELECT NULL FROM `pma__pdf_pages` LIMIT 0
		   143 Query	SELECT NULL FROM `pma__column_info` LIMIT 0
		   143 Query	SHOW COLUMNS FROM `phpmyadmin`.`pma__column_info` WHERE Field IN ('input_transformation', 'input_transformation_options')
		   143 Query	SELECT NULL FROM `pma__users` LIMIT 0
		   143 Query	SELECT NULL FROM `pma__usergroups` LIMIT 0
		   143 Query	SELECT NULL FROM `pma__export_templates` LIMIT 0
		   143 Query	SELECT NULL FROM `pma__designer_settings` LIMIT 0
		   143 Query	SELECT NULL FROM `pma__central_columns` LIMIT 0
		   143 Query	SELECT NULL FROM `pma__savedsearches` LIMIT 0
		   143 Query	SELECT NULL FROM `pma__navigationhiding` LIMIT 0
		   143 Query	SELECT NULL FROM `pma__bookmark` LIMIT 0
		   143 Query	SELECT NULL FROM `pma__userconfig` LIMIT 0
		   143 Query	SELECT NULL FROM `pma__tracking` LIMIT 0
		   143 Query	SELECT NULL FROM `pma__table_uiprefs` LIMIT 0
		   143 Query	SELECT NULL FROM `pma__favorite` LIMIT 0
		   143 Query	SELECT NULL FROM `pma__recent` LIMIT 0
		   143 Query	SELECT NULL FROM `pma__history` LIMIT 0
		   143 Query	SELECT NULL FROM `pma__relation` LIMIT 0
		   143 Query	SELECT `tables` FROM `phpmyadmin`.`pma__favorite` WHERE `username` = 'root'
		   143 Query	SELECT `tables` FROM `phpmyadmin`.`pma__recent` WHERE `username` = 'root'
		   143 Query	SELECT `config_data`, UNIX_TIMESTAMP(`timevalue`) ts FROM `phpmyadmin`.`pma__userconfig` WHERE `username` = 'root'
		   144 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   143 Query	SHOW TABLES FROM `phpmyadmin`
		   143 Init DB	phpmyadmin
		   143 Query	SHOW TABLES FROM `phpmyadmin`
		   143 Init DB	phpmyadmin
		   143 Query	SHOW TABLES FROM `phpmyadmin`
		   143 Query	SELECT NULL FROM `pma__table_info` LIMIT 0
		   143 Query	SELECT NULL FROM `pma__table_coords` LIMIT 0
		   143 Query	SELECT NULL FROM `pma__pdf_pages` LIMIT 0
		   143 Query	SELECT NULL FROM `pma__column_info` LIMIT 0
		   143 Query	SHOW COLUMNS FROM `phpmyadmin`.`pma__column_info` WHERE Field IN ('input_transformation', 'input_transformation_options')
		   143 Query	SELECT NULL FROM `pma__users` LIMIT 0
		   143 Query	SELECT NULL FROM `pma__usergroups` LIMIT 0
		   143 Query	SELECT NULL FROM `pma__export_templates` LIMIT 0
		   143 Query	SELECT NULL FROM `pma__designer_settings` LIMIT 0
		   143 Query	SELECT NULL FROM `pma__central_columns` LIMIT 0
		   143 Query	SELECT NULL FROM `pma__savedsearches` LIMIT 0
		   143 Query	SELECT NULL FROM `pma__navigationhiding` LIMIT 0
		   143 Query	SELECT NULL FROM `pma__bookmark` LIMIT 0
		   143 Query	SELECT NULL FROM `pma__userconfig` LIMIT 0
		   143 Query	SELECT NULL FROM `pma__tracking` LIMIT 0
		   143 Query	SELECT NULL FROM `pma__table_uiprefs` LIMIT 0
		   143 Query	SELECT NULL FROM `pma__favorite` LIMIT 0
		   143 Query	SELECT NULL FROM `pma__recent` LIMIT 0
		   143 Query	SELECT NULL FROM `pma__history` LIMIT 0
		   143 Query	SELECT NULL FROM `pma__relation` LIMIT 0
		   143 Query	SELECT NULL FROM `pma__table_info` LIMIT 0
		   143 Query	SELECT NULL FROM `pma__table_coords` LIMIT 0
		   143 Query	SELECT NULL FROM `pma__pdf_pages` LIMIT 0
		   143 Query	SELECT NULL FROM `pma__column_info` LIMIT 0
		   143 Query	SHOW COLUMNS FROM `phpmyadmin`.`pma__column_info` WHERE Field IN ('input_transformation', 'input_transformation_options')
		   143 Query	SELECT NULL FROM `pma__users` LIMIT 0
		   143 Query	SELECT NULL FROM `pma__usergroups` LIMIT 0
		   143 Query	SELECT NULL FROM `pma__export_templates` LIMIT 0
		   143 Query	SELECT NULL FROM `pma__designer_settings` LIMIT 0
		   143 Query	SELECT NULL FROM `pma__central_columns` LIMIT 0
		   143 Query	SELECT NULL FROM `pma__savedsearches` LIMIT 0
		   143 Query	SELECT NULL FROM `pma__navigationhiding` LIMIT 0
		   143 Query	SELECT NULL FROM `pma__bookmark` LIMIT 0
		   143 Query	SELECT NULL FROM `pma__userconfig` LIMIT 0
		   143 Query	SELECT NULL FROM `pma__tracking` LIMIT 0
		   143 Query	SELECT NULL FROM `pma__table_uiprefs` LIMIT 0
		   143 Query	SELECT NULL FROM `pma__favorite` LIMIT 0
		   143 Query	SELECT NULL FROM `pma__recent` LIMIT 0
		   143 Query	SELECT NULL FROM `pma__history` LIMIT 0
		   143 Query	SELECT NULL FROM `pma__relation` LIMIT 0
		   143 Query	SELECT `tables` FROM `phpmyadmin`.`pma__favorite` WHERE `username` = 'root'
		   143 Query	SELECT `tables` FROM `phpmyadmin`.`pma__recent` WHERE `username` = 'root'
		   144 Query	SELECT 1 FROM mysql.user LIMIT 1
		   144 Query	SELECT CURRENT_USER()
		   144 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''localhost''' LIKE `GRANTEE` LIMIT 1
		   144 Quit	
		   143 Quit	
241213 15:58:46	   145 Connect	pma@localhost as anonymous on 
		   146 Connect	root@localhost as anonymous on 
		   146 Query	SELECT @@version, @@version_comment
		   146 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   146 Query	SET lc_messages = 'en_GB'
		   145 Query	SHOW TABLES FROM `phpmyadmin`
		   145 Init DB	phpmyadmin
		   145 Query	SHOW TABLES FROM `phpmyadmin`
		   145 Query	SELECT NULL FROM `pma__table_info` LIMIT 0
		   145 Query	SELECT NULL FROM `pma__table_coords` LIMIT 0
		   145 Query	SELECT NULL FROM `pma__pdf_pages` LIMIT 0
		   145 Query	SELECT NULL FROM `pma__column_info` LIMIT 0
		   145 Query	SHOW COLUMNS FROM `phpmyadmin`.`pma__column_info` WHERE Field IN ('input_transformation', 'input_transformation_options')
241213 15:58:47	   145 Query	SELECT NULL FROM `pma__users` LIMIT 0
		   145 Query	SELECT NULL FROM `pma__usergroups` LIMIT 0
		   145 Query	SELECT NULL FROM `pma__export_templates` LIMIT 0
		   145 Query	SELECT NULL FROM `pma__designer_settings` LIMIT 0
		   145 Query	SELECT NULL FROM `pma__central_columns` LIMIT 0
		   145 Query	SELECT NULL FROM `pma__savedsearches` LIMIT 0
		   145 Query	SELECT NULL FROM `pma__navigationhiding` LIMIT 0
		   145 Query	SELECT NULL FROM `pma__bookmark` LIMIT 0
		   145 Query	SELECT NULL FROM `pma__userconfig` LIMIT 0
		   145 Query	SELECT NULL FROM `pma__tracking` LIMIT 0
		   145 Query	SELECT NULL FROM `pma__table_uiprefs` LIMIT 0
		   145 Query	SELECT NULL FROM `pma__favorite` LIMIT 0
		   145 Query	SELECT NULL FROM `pma__recent` LIMIT 0
		   145 Query	SELECT NULL FROM `pma__history` LIMIT 0
		   145 Query	SELECT NULL FROM `pma__relation` LIMIT 0
		   145 Query	SELECT `tables` FROM `phpmyadmin`.`pma__favorite` WHERE `username` = 'root'
		   145 Query	SELECT `tables` FROM `phpmyadmin`.`pma__recent` WHERE `username` = 'root'
		   145 Query	SELECT `config_data`, UNIX_TIMESTAMP(`timevalue`) ts FROM `phpmyadmin`.`pma__userconfig` WHERE `username` = 'root'
		   146 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   145 Query	SHOW TABLES FROM `phpmyadmin`
241213 15:58:48	   145 Init DB	phpmyadmin
		   145 Query	SHOW TABLES FROM `phpmyadmin`
		   145 Init DB	phpmyadmin
		   145 Query	SHOW TABLES FROM `phpmyadmin`
		   145 Query	SELECT NULL FROM `pma__table_info` LIMIT 0
		   145 Query	SELECT NULL FROM `pma__table_coords` LIMIT 0
		   145 Query	SELECT NULL FROM `pma__pdf_pages` LIMIT 0
		   145 Query	SELECT NULL FROM `pma__column_info` LIMIT 0
		   145 Query	SHOW COLUMNS FROM `phpmyadmin`.`pma__column_info` WHERE Field IN ('input_transformation', 'input_transformation_options')
		   145 Query	SELECT NULL FROM `pma__users` LIMIT 0
		   145 Query	SELECT NULL FROM `pma__usergroups` LIMIT 0
		   145 Query	SELECT NULL FROM `pma__export_templates` LIMIT 0
		   145 Query	SELECT NULL FROM `pma__designer_settings` LIMIT 0
		   145 Query	SELECT NULL FROM `pma__central_columns` LIMIT 0
		   145 Query	SELECT NULL FROM `pma__savedsearches` LIMIT 0
		   145 Query	SELECT NULL FROM `pma__navigationhiding` LIMIT 0
		   145 Query	SELECT NULL FROM `pma__bookmark` LIMIT 0
		   145 Query	SELECT NULL FROM `pma__userconfig` LIMIT 0
		   145 Query	SELECT NULL FROM `pma__tracking` LIMIT 0
		   145 Query	SELECT NULL FROM `pma__table_uiprefs` LIMIT 0
		   145 Query	SELECT NULL FROM `pma__favorite` LIMIT 0
		   145 Query	SELECT NULL FROM `pma__recent` LIMIT 0
		   145 Query	SELECT NULL FROM `pma__history` LIMIT 0
		   145 Query	SELECT NULL FROM `pma__relation` LIMIT 0
		   145 Query	SELECT NULL FROM `pma__table_info` LIMIT 0
		   145 Query	SELECT NULL FROM `pma__table_coords` LIMIT 0
		   145 Query	SELECT NULL FROM `pma__pdf_pages` LIMIT 0
		   145 Query	SELECT NULL FROM `pma__column_info` LIMIT 0
		   145 Query	SHOW COLUMNS FROM `phpmyadmin`.`pma__column_info` WHERE Field IN ('input_transformation', 'input_transformation_options')
		   145 Query	SELECT NULL FROM `pma__users` LIMIT 0
		   145 Query	SELECT NULL FROM `pma__usergroups` LIMIT 0
		   145 Query	SELECT NULL FROM `pma__export_templates` LIMIT 0
		   145 Query	SELECT NULL FROM `pma__designer_settings` LIMIT 0
		   145 Query	SELECT NULL FROM `pma__central_columns` LIMIT 0
		   145 Query	SELECT NULL FROM `pma__savedsearches` LIMIT 0
		   145 Query	SELECT NULL FROM `pma__navigationhiding` LIMIT 0
		   145 Query	SELECT NULL FROM `pma__bookmark` LIMIT 0
		   145 Query	SELECT NULL FROM `pma__userconfig` LIMIT 0
		   145 Query	SELECT NULL FROM `pma__tracking` LIMIT 0
		   145 Query	SELECT NULL FROM `pma__table_uiprefs` LIMIT 0
		   145 Query	SELECT NULL FROM `pma__favorite` LIMIT 0
		   145 Query	SELECT NULL FROM `pma__recent` LIMIT 0
		   145 Query	SELECT NULL FROM `pma__history` LIMIT 0
		   145 Query	SELECT NULL FROM `pma__relation` LIMIT 0
		   145 Query	SELECT `tables` FROM `phpmyadmin`.`pma__favorite` WHERE `username` = 'root'
		   145 Query	SELECT `tables` FROM `phpmyadmin`.`pma__recent` WHERE `username` = 'root'
		   146 Query	SELECT CURRENT_USER()
241213 15:58:49	   145 Query	SELECT * FROM `phpmyadmin`.`pma__bookmark` WHERE dbase = 'catmarketing' AND (user = 'root') AND `label` = 'audit_log' LIMIT 1
		   146 Query	SELECT 1 FROM mysql.user LIMIT 1
		   146 Query	SHOW SESSION VARIABLES LIKE 'FOREIGN_KEY_CHECKS'
		   146 Query	SELECT DATABASE()
		   146 Init DB	catmarketing
		   146 Query	SELECT * FROM `audit_log` LIMIT 0, 25
		   147 Connect	pma@localhost as anonymous on 
		   148 Connect	root@localhost as anonymous on 
		   148 Query	SELECT @@version, @@version_comment
		   148 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   148 Query	SET lc_messages = 'en_GB'
		   147 Query	SHOW TABLES FROM `phpmyadmin`
		   147 Init DB	phpmyadmin
		   147 Query	SHOW TABLES FROM `phpmyadmin`
		   147 Query	SELECT NULL FROM `pma__table_info` LIMIT 0
		   147 Query	SELECT NULL FROM `pma__table_coords` LIMIT 0
		   147 Query	SELECT NULL FROM `pma__pdf_pages` LIMIT 0
		   147 Query	SELECT NULL FROM `pma__column_info` LIMIT 0
		   147 Query	SHOW COLUMNS FROM `phpmyadmin`.`pma__column_info` WHERE Field IN ('input_transformation', 'input_transformation_options')
		   147 Query	SELECT NULL FROM `pma__users` LIMIT 0
		   147 Query	SELECT NULL FROM `pma__usergroups` LIMIT 0
		   147 Query	SELECT NULL FROM `pma__export_templates` LIMIT 0
		   147 Query	SELECT NULL FROM `pma__designer_settings` LIMIT 0
		   147 Query	SELECT NULL FROM `pma__central_columns` LIMIT 0
		   147 Query	SELECT NULL FROM `pma__savedsearches` LIMIT 0
		   147 Query	SELECT NULL FROM `pma__navigationhiding` LIMIT 0
		   147 Query	SELECT NULL FROM `pma__bookmark` LIMIT 0
		   147 Query	SELECT NULL FROM `pma__userconfig` LIMIT 0
		   147 Query	SELECT NULL FROM `pma__tracking` LIMIT 0
		   147 Query	SELECT NULL FROM `pma__table_uiprefs` LIMIT 0
		   147 Query	SELECT NULL FROM `pma__favorite` LIMIT 0
		   147 Query	SELECT NULL FROM `pma__recent` LIMIT 0
		   147 Query	SELECT NULL FROM `pma__history` LIMIT 0
		   147 Query	SELECT NULL FROM `pma__relation` LIMIT 0
		   147 Query	SELECT `tables` FROM `phpmyadmin`.`pma__favorite` WHERE `username` = 'root'
		   147 Query	SELECT `tables` FROM `phpmyadmin`.`pma__recent` WHERE `username` = 'root'
		   147 Query	SELECT `config_data`, UNIX_TIMESTAMP(`timevalue`) ts FROM `phpmyadmin`.`pma__userconfig` WHERE `username` = 'root'
		   148 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   147 Query	SHOW TABLES FROM `phpmyadmin`
241213 15:58:50	   147 Init DB	phpmyadmin
		   147 Query	SHOW TABLES FROM `phpmyadmin`
		   147 Init DB	phpmyadmin
		   147 Query	SHOW TABLES FROM `phpmyadmin`
		   147 Query	SELECT NULL FROM `pma__table_info` LIMIT 0
		   147 Query	SELECT NULL FROM `pma__table_coords` LIMIT 0
		   147 Query	SELECT NULL FROM `pma__pdf_pages` LIMIT 0
		   147 Query	SELECT NULL FROM `pma__column_info` LIMIT 0
		   147 Query	SHOW COLUMNS FROM `phpmyadmin`.`pma__column_info` WHERE Field IN ('input_transformation', 'input_transformation_options')
		   147 Query	SELECT NULL FROM `pma__users` LIMIT 0
		   147 Query	SELECT NULL FROM `pma__usergroups` LIMIT 0
		   147 Query	SELECT NULL FROM `pma__export_templates` LIMIT 0
		   147 Query	SELECT NULL FROM `pma__designer_settings` LIMIT 0
		   147 Query	SELECT NULL FROM `pma__central_columns` LIMIT 0
		   147 Query	SELECT NULL FROM `pma__savedsearches` LIMIT 0
		   147 Query	SELECT NULL FROM `pma__navigationhiding` LIMIT 0
		   147 Query	SELECT NULL FROM `pma__bookmark` LIMIT 0
		   147 Query	SELECT NULL FROM `pma__userconfig` LIMIT 0
		   147 Query	SELECT NULL FROM `pma__tracking` LIMIT 0
		   147 Query	SELECT NULL FROM `pma__table_uiprefs` LIMIT 0
		   147 Query	SELECT NULL FROM `pma__favorite` LIMIT 0
		   147 Query	SELECT NULL FROM `pma__recent` LIMIT 0
		   147 Query	SELECT NULL FROM `pma__history` LIMIT 0
		   147 Query	SELECT NULL FROM `pma__relation` LIMIT 0
		   147 Query	SELECT NULL FROM `pma__table_info` LIMIT 0
		   147 Query	SELECT NULL FROM `pma__table_coords` LIMIT 0
		   147 Query	SELECT NULL FROM `pma__pdf_pages` LIMIT 0
		   147 Query	SELECT NULL FROM `pma__column_info` LIMIT 0
		   147 Query	SHOW COLUMNS FROM `phpmyadmin`.`pma__column_info` WHERE Field IN ('input_transformation', 'input_transformation_options')
		   147 Query	SELECT NULL FROM `pma__users` LIMIT 0
		   147 Query	SELECT NULL FROM `pma__usergroups` LIMIT 0
		   147 Query	SELECT NULL FROM `pma__export_templates` LIMIT 0
		   147 Query	SELECT NULL FROM `pma__designer_settings` LIMIT 0
		   147 Query	SELECT NULL FROM `pma__central_columns` LIMIT 0
		   147 Query	SELECT NULL FROM `pma__savedsearches` LIMIT 0
		   147 Query	SELECT NULL FROM `pma__navigationhiding` LIMIT 0
		   147 Query	SELECT NULL FROM `pma__bookmark` LIMIT 0
		   147 Query	SELECT NULL FROM `pma__userconfig` LIMIT 0
		   147 Query	SELECT NULL FROM `pma__tracking` LIMIT 0
		   147 Query	SELECT NULL FROM `pma__table_uiprefs` LIMIT 0
		   147 Query	SELECT NULL FROM `pma__favorite` LIMIT 0
		   147 Query	SELECT NULL FROM `pma__recent` LIMIT 0
		   147 Query	SELECT NULL FROM `pma__history` LIMIT 0
		   147 Query	SELECT NULL FROM `pma__relation` LIMIT 0
		   147 Query	SELECT `tables` FROM `phpmyadmin`.`pma__favorite` WHERE `username` = 'root'
		   147 Query	SELECT `tables` FROM `phpmyadmin`.`pma__recent` WHERE `username` = 'root'
		   148 Query	SELECT CURRENT_USER()
		   147 Query	SELECT * FROM `phpmyadmin`.`pma__bookmark` WHERE dbase = 'catmarketing' AND (user = 'root') AND `label` = 'orders_audit' LIMIT 1
		   148 Query	SELECT 1 FROM mysql.user LIMIT 1
		   148 Query	SHOW SESSION VARIABLES LIKE 'FOREIGN_KEY_CHECKS'
		   148 Query	SELECT DATABASE()
		   148 Init DB	catmarketing
		   148 Query	SELECT * FROM `orders_audit` LIMIT 0, 25
		   146 Query	SHOW WARNINGS
		   146 Query	SELECT @@lower_case_table_names
		   146 Query	SELECT TABLE_NAME FROM information_schema.VIEWS WHERE TABLE_SCHEMA = 'catmarketing' AND TABLE_NAME = 'audit_log'
		   146 Query	SELECT *, `TABLE_SCHEMA`       AS `Db`, `TABLE_NAME`         AS `Name`, `TABLE_TYPE`         AS `TABLE_TYPE`, `ENGINE`             AS `Engine`, `ENGINE`             AS `Type`, `VERSION`            AS `Version`, `ROW_FORMAT`         AS `Row_format`, `TABLE_ROWS`         AS `Rows`, `AVG_ROW_LENGTH`     AS `Avg_row_length`, `DATA_LENGTH`        AS `Data_length`, `MAX_DATA_LENGTH`    AS `Max_data_length`, `INDEX_LENGTH`       AS `Index_length`, `DATA_FREE`          AS `Data_free`, `AUTO_INCREMENT`     AS `Auto_increment`, `CREATE_TIME`        AS `Create_time`, `UPDATE_TIME`        AS `Update_time`, `CHECK_TIME`         AS `Check_time`, `TABLE_COLLATION`    AS `Collation`, `CHECKSUM`           AS `Checksum`, `CREATE_OPTIONS`     AS `Create_options`, `TABLE_COMMENT`      AS `Comment` FROM `information_schema`.`TABLES` t WHERE `TABLE_SCHEMA`  IN ('catmarketing') AND t.`TABLE_NAME`  = 'audit_log' ORDER BY Name ASC
		   146 Query	SELECT COUNT(*) FROM `catmarketing`.`audit_log`
		   145 Query	SELECT `master_field`, `foreign_db`, `foreign_table`, `foreign_field` FROM `phpmyadmin`.`pma__relation` WHERE `master_db` = 'catmarketing' AND `master_table` = 'audit_log'
		   146 Query	SHOW CREATE TABLE `catmarketing`.`audit_log`
		   146 Query	SHOW FULL COLUMNS FROM `catmarketing`.`audit_log`
		   146 Query	SHOW INDEXES FROM `catmarketing`.`audit_log`
		   146 Query	SHOW SESSION VARIABLES LIKE 'FOREIGN_KEY_CHECKS'
		   146 Query	SHOW  COLUMNS FROM `catmarketing`.`audit_log`
		   145 Query	REPLACE INTO `phpmyadmin`.`pma__recent` (`username`, `tables`) VALUES ('root', '[{\"db\":\"catmarketing\",\"table\":\"audit_log\"},{\"db\":\"catmarketing\",\"table\":\"register\"},{\"db\":\"catmarketing\",\"table\":\"box\"},{\"db\":\"catmarketing\",\"table\":\"item\"},{\"db\":\"hazri_whatsapp\",\"table\":\"whatsapp\"},{\"db\":\"datatech1_test\",\"table\":\"posts\"},{\"db\":\"catmarketing\",\"table\":\"branches\"},{\"db\":\"datatech1_test\",\"table\":\"tb_data\"},{\"db\":\"catmarketing\",\"table\":\"departments\"},{\"db\":\"catmarketing\",\"table\":\"compani\"}]')
		   146 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''localhost''' LIKE `GRANTEE` LIMIT 1
		   146 Query	SELECT `PRIVILEGE_TYPE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES` WHERE GRANTEE='''root''@''localhost''' AND PRIVILEGE_TYPE='TRIGGER'
		   146 Quit	
		   145 Quit	
		   148 Query	SELECT TABLE_NAME FROM information_schema.VIEWS WHERE TABLE_SCHEMA = 'catmarketing' AND TABLE_NAME = 'orders_audit'
		   148 Query	SELECT @@lower_case_table_names
		   148 Query	SELECT *, `TABLE_SCHEMA`       AS `Db`, `TABLE_NAME`         AS `Name`, `TABLE_TYPE`         AS `TABLE_TYPE`, `ENGINE`             AS `Engine`, `ENGINE`             AS `Type`, `VERSION`            AS `Version`, `ROW_FORMAT`         AS `Row_format`, `TABLE_ROWS`         AS `Rows`, `AVG_ROW_LENGTH`     AS `Avg_row_length`, `DATA_LENGTH`        AS `Data_length`, `MAX_DATA_LENGTH`    AS `Max_data_length`, `INDEX_LENGTH`       AS `Index_length`, `DATA_FREE`          AS `Data_free`, `AUTO_INCREMENT`     AS `Auto_increment`, `CREATE_TIME`        AS `Create_time`, `UPDATE_TIME`        AS `Update_time`, `CHECK_TIME`         AS `Check_time`, `TABLE_COLLATION`    AS `Collation`, `CHECKSUM`           AS `Checksum`, `CREATE_OPTIONS`     AS `Create_options`, `TABLE_COMMENT`      AS `Comment` FROM `information_schema`.`TABLES` t WHERE `TABLE_SCHEMA`  IN ('catmarketing') AND t.`TABLE_NAME`  = 'orders_audit' ORDER BY Name ASC
		   148 Query	SELECT COUNT(*) FROM `catmarketing`.`orders_audit`
		   148 Query	SHOW WARNINGS
		   148 Query	SELECT TABLE_NAME FROM information_schema.VIEWS WHERE TABLE_SCHEMA = 'catmarketing' AND TABLE_NAME = 'orders_audit' AND IS_UPDATABLE = 'YES'
